diameter,red,green,blue
0.9365818408906261,-0.08126174393459856,-0.5133564971547648,-1.0333204176368767
0.5310051426210939,0.5896891967851295,-0.7695820805348426,1.284234346799898
-0.8500091843979443,1.2606401375048577,0.08450319739874992,-1.0333204176368767
0.2589093830225476,-1.7107140285396527,0.16991172519210918,2.718911105736949
-1.0810338859438802,0.6855393311736622,0.2553202529854684,-0.9229606669494111
0.027884681476611266,1.5481905406704555,-0.3425394415680463,-0.4815216641995494
0.6439505522657739,-1.423163625374055,1.109405530919061,1.5049538481748288
0.9622512521735073,0.5896891967851295,-0.940399136121561,1.5049538481748288
0.9263140763774727,1.0689398687277927,-0.42794796936140556,0.9531550947375016
-0.15180119750356083,2.0274412126131187,-0.0009053303946093186,-1.0333204176368767
-1.6560286986804316,1.452340406281923,1.109405530919061,0.2909965906127088
-1.2709875294372053,-0.17711187832313116,0.5115458363655462,-1.0333204176368767
0.9571173699169311,-0.9439129534313919,-1.623667358468435,2.498191604362018
1.2394808940286308,-1.3273134909855222,0.2553202529854684,1.8360331002372254
0.9468496054037786,0.20628865923099923,-0.598765024948124,2.718911105736949
0.5926117297000106,0.20628865923099923,-1.1112161917082795,1.3945940974873634
0.577210082930281,-0.08126174393459856,-0.6841735527414833,-1.0333204176368767
-0.23907719586535878,0.6855393311736622,1.19481405871242,-1.0333204176368767
-1.6303592873975499,-0.36881214710019633,2.219716392232731,-1.0333204176368767
0.2691771475357001,-1.9982644317052505,0.08450319739874992,2.3878318536745526
0.09462515081210424,0.11043852484246662,-1.3674417750883572,-0.04008266144968755
-0.711394363470383,0.7813894655621948,-0.3425394415680463,-1.0333204176368767
-0.07992684591149163,0.014588390453934032,0.08450319739874992,1.063514845424967
-0.34688872325346165,-0.08126174393459856,-0.6841735527414833,-1.0333204176368767
-1.8767856357132144,1.1647900031163252,1.7072652254725755,-0.9229606669494111
0.38212255718038013,-0.9439129534313919,0.5115458363655462,-0.150442412137153
-1.6046898761146682,-0.6563625502657942,0.16991172519210918,-1.0333204176368767
-1.0604983569175748,0.30213879361953183,1.3656311142991386,0.18063683992524338
1.912019469640132,-0.46466228148872896,-0.940399136121561,1.063514845424967
-0.7524654215229939,-0.08126174393459856,-0.6841735527414833,-0.5918814148870148
0.9365818408906261,0.20628865923099923,-2.050709997435231,0.2909965906127088
-0.685724952187501,-1.3273134909855222,0.2553202529854684,0.2909965906127088
0.6747538458052313,-0.6563625502657942,0.16991172519210918,-0.26080216282461843
-0.44956636838498926,0.7813894655621948,2.219716392232731,-0.26080216282461843
-0.24934496037851125,0.11043852484246662,-0.5133564971547648,-1.0333204176368767
